1400, 12.613425, 8.900428, 1.560007, 61.623538, 7.626762, 55.330576
1401, 17.413927, 7.557601, 4.666667, 148.888890, 6.541083, 25.170490
1402, 13.778951, 9.192144, 3.408978, 167.869856, 8.897377, 31.323234
1403, 21.873076, 12.291334, 8.733333, 52.486384, 6.649223, 31.451812
1404, 9.155965, 7.978338, -0.000000, 102.847612, 16.660844, 75.672491
1405, 7.779147, 3.031126, -6.169723, 89.354826, 7.914366, 40.000000
1406, 19.134054, 6.808402, 4.672339, 68.242229, 2.747791, 47.203843
1407, 7.734089, 6.418664, -0.000000, 167.828361, 13.578016, 65.077213
1408, 18.480088, 14.490791, 8.733333, 196.498500, 7.821428, 13.222719
1409, 19.468076, 9.300826, 4.679751, 125.292900, 7.984640, 36.365792
1410, 18.978407, 10.430849, 5.762228, 36.255034, 1.506742, 20.475616
1411, 12.388745, 10.802469, 4.210502, 24.603403, 19.077561, 40.035958
1412, 12.558550, 5.203428, 1.443997, 115.993742, 10.073716, 50.394205
1413, 12.746075, 7.754856, 1.827362, 65.707161, 1.707538, 57.168368
1414, 14.881710, 8.350419, 4.574704, 53.637275, 19.908266, 43.030527
1415, 13.891416, 2.347428, -4.394528, 110.047821, 6.197309, 39.673721
1416, 10.409301, 8.430841, -0.000000, 36.103379, 13.505313, 65.123439
1417, 20.903922, 10.422049, 5.726772, 135.698374, 14.560875, 41.958975
1418, 16.385891, 6.396833, 4.713281, 11.137698, 4.400541, 24.879231
1419, 14.084804, 12.544056, 8.512837, 6.811437, 21.119697, 13.293710
1420, 17.212344, 10.970806, 8.503804, 57.303691, 14.632332, 57.928303
1421, 20.864860, 5.400466, 4.743017, 15.478009, 11.908596, 39.247172
1422, 18.706009, 6.813186, 4.672118, 180.114458, 19.117315, 37.128108
1423, 16.906827, 5.795848, 4.817542, 169.321189, 12.255044, 40.192979
1424, 16.466466, 11.633320, 8.589582, 79.139695, 0.470759, 40.000000
1425, 13.873904, 11.014067, 6.079160, 33.843053, 10.618972, 21.761887
1426, 15.303915, 6.454168, 4.706053, 86.090463, 17.775683, 59.632338
1427, 13.290464, 10.406289, 3.504097, 83.243627, 16.192206, 73.851184
1428, 16.675715, 14.178202, 8.733333, 145.752697, 12.590697, 34.845108
1429, 21.086926, 11.763489, 8.662893, 81.294736, 0.197667, 40.000000
1430, 20.689624, 10.583578, 6.388535, 190.361491, 15.802170, 40.000000
1431, 17.817843, 1.640014, -4.333333, 182.397004, 9.887385, 27.122605
1432, 20.801751, 5.848960, 4.807462, 190.282863, 14.511569, 47.657308
1433, 11.212889, 8.863571, -0.000000, 69.200241, 16.570584, 84.939846
1434, 14.710385, 6.890701, 4.395155, 58.048842, 17.704258, 51.962319
1435, 14.075765, 0.755100, -4.386136, 177.340153, 0.641423, 26.826525
1436, 20.387823, 3.430314, -4.385294, 42.006159, 17.155980, 50.519390
1437, 18.812012, 12.512836, 8.733333, 26.175310, 12.481711, 34.376136
1438, 8.705580, 0.234670, -5.330900, 104.103177, 1.674566, 37.702217
1439, 19.648541, 12.955663, 8.733333, 181.092550, 5.535680, 13.222719
1440, 18.201523, 1.171036, -4.333333, 80.506047, 2.936000, 50.161879
1441, 17.218381, 10.035639, 4.795589, 43.152250, 12.418426, 47.815686
1442, 8.735358, 7.503170, -0.000000, 15.747897, 11.901588, 54.852554
1443, 20.545758, 3.269907, -4.375541, 186.611972, 1.516272, 26.886184
1444, 9.293828, 8.574236, -0.000000, 120.574312, 21.745479, 56.924383
1445, 12.461435, 1.832837, -4.387384, 75.498435, 5.524100, 49.887513
1446, 11.485711, 10.067493, 0.840250, 132.986288, 6.940406, 40.308315
1447, 13.938005, 8.993783, 3.589164, 158.438053, 6.614453, 30.628804
1448, 18.039469, 0.839642, -4.333333, 66.698426, 0.924859, 47.888999
1449, 6.008959, 0.845145, -8.700525, 138.531773, 11.613829, 43.491330
1450, 19.721683, 2.287510, -4.336150, 40.763135, 5.632491, 37.455066
1451, 15.762802, 0.294316, -4.334551, 191.742719, 8.991620, 27.115806
1452, 12.378485, 6.527633, 1.034585, 142.366491, 20.845278, 37.835699
1453, 14.852210, 12.483322, 8.636783, 33.381318, 20.224181, 13.959078
1454, 12.481994, 9.260853, 1.274450, 88.555435, 2.667361, 62.731402
1455, 18.695311, 7.801941, 4.666667, 126.598714, 13.022786, 49.294262
1456, 13.408873, 12.958023, 8.378513, 185.993434, 7.912348, 13.341901
1457, 15.537548, 1.465469, -4.337510, 105.866194, 15.824753, 72.994758
1458, 18.818228, 13.620783, 8.733333, 125.294885, 11.518124, 39.637431
1459, 16.837496, 1.620250, -4.333333, 136.163785, 5.738554, 27.122605
1460, 21.676006, 7.754951, 4.666667, 184.639505, 10.847745, 35.606309
1461, 9.769045, 2.147340, -4.862002, 30.566828, 18.828390, 36.269872
1462, 11.931811, 8.390559, -0.000000, 81.144159, 15.936938, 87.000000
1463, 19.312747, 0.068694, -4.333333, 62.495200, 4.380427, 45.072323
1464, 19.964052, 11.500230, 8.496953, 138.779792, 3.460289, 13.298972
1465, 17.004936, 12.730638, 8.733333, 178.137575, 8.150461, 13.222719
1466, 14.502542, 13.752319, 8.584678, 98.134193, 18.969984, 49.585649
1467, 18.864707, 14.804524, 8.733333, 161.164702, 15.064778, 40.000000
1468, 10.279621, 7.576997, -0.000000, 65.287782, 13.952353, 83.701692
1469, 13.603814, 4.071324, -2.288559, 109.975829, 3.109112, 49.876086
1470, 8.785444, 1.511258, -5.285566, 77.756867, 1.744649, 44.840499
1471, 12.145033, 7.617732, 0.429906, 179.365801, 19.275198, 49.720076
1472, 18.388653, 8.784137, 4.666667, 135.224016, 9.249431, 25.170490
1473, 16.888162, 11.443306, 8.538166, 165.679390, 10.728599, 22.876879
1474, 17.654718, 1.244440, -4.333333, 22.017770, 10.127161, 28.915494
1475, 12.393407, 9.923943, 1.070679, 55.845467, 11.344899, 57.375689
1476, 17.414520, 7.754685, 4.666667, 153.527233, 5.983877, 25.170490
1477, 3.585739, 2.565720, 0.000000, 43.211319, 5.094756, 49.307904
1478, 20.424961, 14.078368, 8.733333, 6.812426, 19.789750, 19.235323
1479, 17.775507, 8.857248, 4.666667, 87.310380, 19.991341, 53.043578
1480, 21.169052, 6.609520, 4.688018, 187.372742, 13.280143, 45.095137
1481, 14.849458, 14.128784, 8.636409, 52.417793, 8.035203, 31.415413
1482, 20.886492, 9.838707, 4.749624, 113.949100, 13.168991, 53.063953
1483, 14.541086, 6.779186, 4.221264, 71.910609, 14.706717, 73.385136
1484, 18.378346, 12.595461, 8.733333, 5.367726, 19.680410, 21.389381
1485, 12.417715, 7.989353, 1.127644, 100.083838, 1.921382, 57.105242
1486, 9.369241, 8.308306, -0.000000, 165.402982, 11.858228, 54.587271
1487, 20.237393, 10.200983, 5.022149, 51.796484, 9.425899, 35.804223
1488, 7.891408, 5.507849, -0.000000, 9.177001, 13.577377, 65.072644
1489, 10.410240, 3.589359, -4.845425, 49.294321, 12.295269, 49.456821
1490, 16.971709, 8.683852, 4.666667, 132.146429, 4.968715, 29.847655
1491, 21.977975, 13.003306, 8.733333, 65.881938, 2.299430, 37.889062
1492, 14.326569, 6.101651, 3.988089, 131.899250, 0.219508, 33.231565
1493, 21.807275, 1.689227, -4.333333, 2.600825, 1.301373, 27.122605
1494, 10.133250, 6.657688, -0.000000, 143.613571, 7.098352, 40.000000
1495, 11.466756, 4.502766, -1.432914, 78.223762, 17.148483, 82.976916
1496, 17.151411, 6.020803, 4.774128, 6.701052, 7.380529, 24.494467
1497, 13.114511, 12.500453, 8.400144, 81.203081, 13.630509, 65.385014
1498, 17.976320, 6.054430, 4.768427, 143.261527, 21.843486, 24.530703
1499, 12.640997, 5.852639, 1.707746, 184.267283, 14.256125, 61.062548
1500, 18.869140, 5.406733, 4.745181, 196.803149, 11.875068, 39.110504
